Loaded model from ./exp2 at epoch 100
train:epoch0 loss:2.3025925646022873
train:epoch1 loss:2.3011630408617916
train:epoch2 loss:2.2995746524966494
train:epoch3 loss:2.2957718506151314
train:epoch4 loss:2.284729371265489
train:epoch5 loss:2.229540553628182
train:epoch6 loss:2.142662747782104
train:epoch7 loss:2.1167293495061448
train:epoch8 loss:2.069758337371203
train:epoch9 loss:1.9961281759398324
val:epoch10 acc:25.96 loss:1.9734463676621643
train:epoch10 loss:1.9555086876664842
train:epoch11 loss:1.9308428788671688
train:epoch12 loss:1.8855379497518345
train:epoch13 loss:1.8611065781846339
train:epoch14 loss:1.8348213634928878
train:epoch15 loss:1.8171990039397259
train:epoch16 loss:1.7915183901786804
train:epoch17 loss:1.772143463699185
train:epoch18 loss:1.735567716919646
train:epoch19 loss:1.7192838417024028
val:epoch20 acc:36.15 loss:1.692140389092361
train:epoch20 loss:1.7084833219343303
train:epoch21 loss:1.6914090885191548
train:epoch22 loss:1.6762957597265438
train:epoch23 loss:1.6639803800047661
train:epoch24 loss:1.6526991816199557
train:epoch25 loss:1.6488749640328544
train:epoch26 loss:1.626435790134936
train:epoch27 loss:1.6206455206384465
train:epoch28 loss:1.596793794510316
train:epoch29 loss:1.5917460304133746
val:epoch30 acc:41.17 loss:1.572342327878445
train:epoch30 loss:1.5772528684869105
train:epoch31 loss:1.5657205009947017
train:epoch32 loss:1.5553944871133687
train:epoch33 loss:1.5405690822066094
train:epoch34 loss:1.5430356446577578
train:epoch35 loss:1.5288827255064128
train:epoch36 loss:1.517317492134717
train:epoch37 loss:1.506263450092199
train:epoch38 loss:1.4929046144290847
train:epoch39 loss:1.4759582165552645
val:epoch40 acc:46.91 loss:1.4547263519673408
train:epoch40 loss:1.473291279710069
train:epoch41 loss:1.4655697759316892
train:epoch42 loss:1.4518280728739135
train:epoch43 loss:1.4440916977366622
train:epoch44 loss:1.4329438452817955
train:epoch45 loss:1.4248272283953063
train:epoch46 loss:1.4107575641602885
train:epoch47 loss:1.4015289806589788
train:epoch48 loss:1.396211900273148
train:epoch49 loss:1.3948517885743354
val:epoch50 acc:50.63 loss:1.3588157771508904
train:epoch50 loss:1.378220362322671
train:epoch51 loss:1.3717722704215927
train:epoch52 loss:1.363196076787248
train:epoch53 loss:1.3600296949853703
train:epoch54 loss:1.3566706691469466
train:epoch55 loss:1.3464930489355205
train:epoch56 loss:1.342606102933689
train:epoch57 loss:1.3335317805105327
train:epoch58 loss:1.3208812821884544
train:epoch59 loss:1.3276912436193349
val:epoch60 acc:50.61 loss:1.3589977569217924
train:epoch60 loss:1.3040611074895274
train:epoch61 loss:1.3066979762242765
train:epoch62 loss:1.2993767012138755
train:epoch63 loss:1.2845989867132537
train:epoch64 loss:1.2883434496363815
train:epoch65 loss:1.2798939408088217
train:epoch66 loss:1.273570912224906
train:epoch67 loss:1.2615749191264718
train:epoch68 loss:1.2586728218866854
train:epoch69 loss:1.2562652911458696
val:epoch70 acc:54.89 loss:1.270182573342625
train:epoch70 loss:1.2395699784463765
train:epoch71 loss:1.2270610064876324
train:epoch72 loss:1.23256389462218
train:epoch73 loss:1.2260476034514758
train:epoch74 loss:1.2192874733282595
train:epoch75 loss:1.2061110570722697
train:epoch76 loss:1.206894894035495
train:epoch77 loss:1.1946538920913423
train:epoch78 loss:1.1975451811235778
train:epoch79 loss:1.1884967636088937
val:epoch80 acc:56.53 loss:1.2140831630441207
train:epoch80 loss:1.1793546065384028
train:epoch81 loss:1.1738586146004346
train:epoch82 loss:1.1688890113514296
train:epoch83 loss:1.1675464541328198
train:epoch84 loss:1.160487146401892
train:epoch85 loss:1.15490515621341
train:epoch86 loss:1.1422404215043904
train:epoch87 loss:1.1475506090388006
train:epoch88 loss:1.1354788797242301
train:epoch89 loss:1.1276940688186763
val:epoch90 acc:58.0 loss:1.1654103254970116
train:epoch90 loss:1.133178795478782
train:epoch91 loss:1.1246399465872317
train:epoch92 loss:1.1214967874848112
train:epoch93 loss:1.1126948120642681
train:epoch94 loss:1.1055158814605401
train:epoch95 loss:1.102459883203312
train:epoch96 loss:1.0991667250589447
train:epoch97 loss:1.1016962513023494
train:epoch98 loss:1.095596423562692
train:epoch99 loss:1.087735850896154
val:epoch100 acc:59.31 loss:1.1240504580208017
train:epoch100 loss:1.0908364425508343
train:epoch101 loss:1.082563662711455
train:epoch102 loss:1.0745296596872562
train:epoch103 loss:1.0711696160082915
train:epoch104 loss:1.0661502927541733
train:epoch105 loss:1.071166103287619
train:epoch106 loss:1.0633150889557235
train:epoch107 loss:1.0568068733020706
train:epoch108 loss:1.0574447479175062
train:epoch109 loss:1.0538466432873084
val:epoch110 acc:60.48 loss:1.1046750628495519
train:epoch110 loss:1.0448381690954676
train:epoch111 loss:1.047863383074196
train:epoch112 loss:1.0451871351319917
train:epoch113 loss:1.0413555256566223
train:epoch114 loss:1.037440911847718
train:epoch115 loss:1.0258849062481705
train:epoch116 loss:1.0288645950507145
train:epoch117 loss:1.0212628427816897
train:epoch118 loss:1.024489093495875
train:epoch119 loss:1.0202788765333137
val:epoch120 acc:61.5 loss:1.0845238762565805
train:epoch120 loss:1.0111711666900285
train:epoch121 loss:1.0138318523460506
train:epoch122 loss:1.0084529774529594
train:epoch123 loss:1.0058818651097161
train:epoch124 loss:1.0061530519504935
train:epoch125 loss:1.0049816108479792
train:epoch126 loss:1.0006033133487313
train:epoch127 loss:0.9994715738053225
train:epoch128 loss:0.9925401146922793
train:epoch129 loss:0.9905539957844481
val:epoch130 acc:60.59 loss:1.0890959041028083
train:epoch130 loss:0.9882981299745793
train:epoch131 loss:0.9773365937325419
train:epoch132 loss:0.9792788421012917
train:epoch133 loss:0.9744686356612614
train:epoch134 loss:0.9764055235653507
train:epoch135 loss:0.9676965630176116
train:epoch136 loss:0.966033366869907
train:epoch137 loss:0.9693390134037757
train:epoch138 loss:0.9667087860253393
train:epoch139 loss:0.953532272759749
val:epoch140 acc:62.89 loss:1.0552970299237892
train:epoch140 loss:0.9562751410567031
train:epoch141 loss:0.9497401507533326
train:epoch142 loss:0.9465975341748218
train:epoch143 loss:0.9504057129426878
train:epoch144 loss:0.9433996075270127
train:epoch145 loss:0.9478236184436448
train:epoch146 loss:0.9408062696456909
train:epoch147 loss:0.938726577527669
train:epoch148 loss:0.9397776367104783
train:epoch149 loss:0.929472284049404
val:epoch150 acc:63.28 loss:1.03904993473729
train:epoch150 loss:0.9322470414395235
train:epoch151 loss:0.9288054671214552
train:epoch152 loss:0.9317074515381638
train:epoch153 loss:0.9270218860129921
train:epoch154 loss:0.925202801823616
train:epoch155 loss:0.9251896419695446
train:epoch156 loss:0.9214686368192945
train:epoch157 loss:0.9210108403040438
train:epoch158 loss:0.9137417415575105
train:epoch159 loss:0.9117364378608003
val:epoch160 acc:63.77 loss:1.029447222057777
train:epoch160 loss:0.9053162689111671
train:epoch161 loss:0.908623431106003
train:epoch162 loss:0.9030921577799077
train:epoch163 loss:0.9081964112666189
train:epoch164 loss:0.9014562459624543
train:epoch165 loss:0.9001121870717224
train:epoch166 loss:0.9029175225569277
train:epoch167 loss:0.8913045291389737
train:epoch168 loss:0.9016845515187906
train:epoch169 loss:0.8869487305684965
val:epoch170 acc:63.73 loss:1.0223118527026116
train:epoch170 loss:0.8990065951128395
train:epoch171 loss:0.8873956404170211
train:epoch172 loss:0.8910252065682898
train:epoch173 loss:0.8869103658564237
train:epoch174 loss:0.8772087042429009
train:epoch175 loss:0.8834403145069979
train:epoch176 loss:0.8749961025860845
train:epoch177 loss:0.8767853248484281
train:epoch178 loss:0.8679155908068832
train:epoch179 loss:0.8755006647231628
