Loaded model from ./exp0 at epoch 100
train:epoch0 loss:2.3016185030645255
train:epoch1 loss:2.287818526735111
train:epoch2 loss:2.2379255525919857
train:epoch3 loss:2.1924835492153556
train:epoch4 loss:2.142878146804109
train:epoch5 loss:2.0712882651358235
train:epoch6 loss:2.0262142237351863
train:epoch7 loss:1.988156074163865
train:epoch8 loss:1.9436412265106124
train:epoch9 loss:1.8997421629574833
val:epoch10 acc:31.19 loss:1.8578708624537987
train:epoch10 loss:1.8676211286564262
train:epoch11 loss:1.8353197921295554
train:epoch12 loss:1.806787642289181
train:epoch13 loss:1.7903895013186397
train:epoch14 loss:1.7592464156296788
train:epoch15 loss:1.7320994832077805
train:epoch16 loss:1.7138443765591602
train:epoch17 loss:1.6884013517778746
train:epoch18 loss:1.6753546413110227
train:epoch19 loss:1.6508327132585097
val:epoch20 acc:39.66 loss:1.6463681067092508
train:epoch20 loss:1.6367023593308974
train:epoch21 loss:1.6186946302044147
train:epoch22 loss:1.6090603166696977
train:epoch23 loss:1.5904439864109974
train:epoch24 loss:1.5873242294301793
train:epoch25 loss:1.5613781645589946
train:epoch26 loss:1.5592168472251113
train:epoch27 loss:1.547025277298324
train:epoch28 loss:1.5352352991396068
train:epoch29 loss:1.526554250595521
val:epoch30 acc:46.19 loss:1.488871723790712
train:epoch30 loss:1.504544166277866
train:epoch31 loss:1.4983947410875438
train:epoch32 loss:1.486411177990388
train:epoch33 loss:1.4761775354949795
train:epoch34 loss:1.4726505826930611
train:epoch35 loss:1.4570211683000838
train:epoch36 loss:1.4411321531753152
train:epoch37 loss:1.437300255103987
train:epoch38 loss:1.4248737321824443
train:epoch39 loss:1.417695376337791
val:epoch40 acc:48.08 loss:1.418274414690235
train:epoch40 loss:1.401717639699274
train:epoch41 loss:1.3999420921413266
train:epoch42 loss:1.3920907664055726
train:epoch43 loss:1.378245241787969
train:epoch44 loss:1.368942449895703
train:epoch45 loss:1.3595888158496545
train:epoch46 loss:1.3544157512333928
train:epoch47 loss:1.3565390243822215
train:epoch48 loss:1.3379792169648774
train:epoch49 loss:1.327056108080611
val:epoch50 acc:50.91 loss:1.3536469317689728
train:epoch50 loss:1.327262126061381
train:epoch51 loss:1.3246649777402684
train:epoch52 loss:1.314470080088596
train:epoch53 loss:1.3117535862387444
train:epoch54 loss:1.3001672272779503
train:epoch55 loss:1.296047607854921
train:epoch56 loss:1.2880798924942405
train:epoch57 loss:1.2833871135906296
train:epoch58 loss:1.2836546040311152
train:epoch59 loss:1.2772014092425912
val:epoch60 acc:53.48 loss:1.2857529920867727
train:epoch60 loss:1.2686330305070292
train:epoch61 loss:1.2637128215663287
train:epoch62 loss:1.259833188689485
train:epoch63 loss:1.2545711282564669
train:epoch64 loss:1.2468466247831071
train:epoch65 loss:1.2377368680068426
train:epoch66 loss:1.2411371767520905
train:epoch67 loss:1.2384612663668029
train:epoch68 loss:1.2291635609402949
train:epoch69 loss:1.2226250518341453
val:epoch70 acc:54.92 loss:1.2581180137924002
train:epoch70 loss:1.215716698948218
train:epoch71 loss:1.214671561304404
train:epoch72 loss:1.2176956491810935
train:epoch73 loss:1.2106860724030708
train:epoch74 loss:1.205580297173286
train:epoch75 loss:1.201100572639582
train:epoch76 loss:1.1944108915572265
train:epoch77 loss:1.1894531736568528
train:epoch78 loss:1.1915813246551825
train:epoch79 loss:1.1847784695576649
val:epoch80 acc:56.2 loss:1.2142793249480333
train:epoch80 loss:1.1777275891936556
train:epoch81 loss:1.1773465917426713
train:epoch82 loss:1.1740066123252013
train:epoch83 loss:1.1685821845823405
train:epoch84 loss:1.1611266014527302
train:epoch85 loss:1.1644002807383635
train:epoch86 loss:1.159998784259874
train:epoch87 loss:1.152809476974059
train:epoch88 loss:1.1568243579596889
train:epoch89 loss:1.1437095266823867
val:epoch90 acc:57.81 loss:1.178356357013123
train:epoch90 loss:1.146228269350772
train:epoch91 loss:1.1417705288955144
train:epoch92 loss:1.138718882993776
train:epoch93 loss:1.1404385712681984
train:epoch94 loss:1.1325133743943
train:epoch95 loss:1.1270226595961317
train:epoch96 loss:1.1265223172246193
train:epoch97 loss:1.1222206372387555
train:epoch98 loss:1.1299451397997993
train:epoch99 loss:1.1173751256903823
val:epoch100 acc:57.26 loss:1.1882996808124493
train:epoch100 loss:1.1080496043575054
train:epoch101 loss:1.1089194599463015
train:epoch102 loss:1.1076096460527303
train:epoch103 loss:1.103980806104991
train:epoch104 loss:1.1012852742355697
train:epoch105 loss:1.094765571307163
train:epoch106 loss:1.0967463461720213
train:epoch107 loss:1.0897119665632442
train:epoch108 loss:1.086636982402023
train:epoch109 loss:1.09646139917325
val:epoch110 acc:57.52 loss:1.179610645469231
train:epoch110 loss:1.0881256923383595
train:epoch111 loss:1.0791211553982325
train:epoch112 loss:1.084312799025555
train:epoch113 loss:1.0714555629053895
train:epoch114 loss:1.0715479954164855
train:epoch115 loss:1.072298022557278
train:epoch116 loss:1.0696291449118633
train:epoch117 loss:1.0671582775456565
train:epoch118 loss:1.0603890425088454
train:epoch119 loss:1.0581328491775357
val:epoch120 acc:57.93 loss:1.184462789493271
train:epoch120 loss:1.0622280915172733
train:epoch121 loss:1.052836140807794
train:epoch122 loss:1.0555288572700656
train:epoch123 loss:1.061383205713058
train:epoch124 loss:1.0451591273351593
train:epoch125 loss:1.0463230965697035
train:epoch126 loss:1.046018091391544
train:epoch127 loss:1.03950684745701
train:epoch128 loss:1.0446825015301606
train:epoch129 loss:1.034613460302353
val:epoch130 acc:58.73 loss:1.1376279667962956
train:epoch130 loss:1.0362788885831833
train:epoch131 loss:1.0289668015071325
train:epoch132 loss:1.0283347410815102
train:epoch133 loss:1.0300956496170588
train:epoch134 loss:1.0272497160702336
train:epoch135 loss:1.0207932789106757
train:epoch136 loss:1.0211352143360644
train:epoch137 loss:1.0175111734745454
train:epoch138 loss:1.0172410887114856
train:epoch139 loss:1.0131900234490026
val:epoch140 acc:59.11 loss:1.1350617823721487
train:epoch140 loss:1.0192403446654885
train:epoch141 loss:1.0133490048500957
train:epoch142 loss:1.0166439328874861
train:epoch143 loss:1.0035146198102407
train:epoch144 loss:1.0028079361939917
train:epoch145 loss:1.0023846212698488
train:epoch146 loss:0.9969057662754642
train:epoch147 loss:0.9998819101221708
train:epoch148 loss:0.9927862998174162
train:epoch149 loss:0.9950385723186999
val:epoch150 acc:59.14 loss:1.143320044384727
train:epoch150 loss:0.9871961203764896
train:epoch151 loss:0.9870615260941642
train:epoch152 loss:0.988110155475383
train:epoch153 loss:0.982349411261325
train:epoch154 loss:0.9807256232110821
train:epoch155 loss:0.9766505041292736
train:epoch156 loss:0.9782495075950817
train:epoch157 loss:0.9700878746047312
train:epoch158 loss:0.9754675012461993
train:epoch159 loss:0.9738066497505927
val:epoch160 acc:59.71 loss:1.1417749539206299
train:epoch160 loss:0.9676737441700332
train:epoch161 loss:0.9732378490117132
train:epoch162 loss:0.9681294797634592
train:epoch163 loss:0.9583887612941314
train:epoch164 loss:0.965080766653528
train:epoch165 loss:0.9618755016399889
train:epoch166 loss:0.9585372501490067
train:epoch167 loss:0.9540883479069691
train:epoch168 loss:0.9507644270755806
